Hand Number,Date/Time,Range File,Feedback,Position,Position Percentage,Min Opening Hand Type,Hole Cards,Hand Type,Hand Ranking Percentage,Your Decision,Correct Decision,Score
30,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6d 4s ,64o,73.76,open,fold,4
31,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Kc 3s ,K3o,93.36,open,fold,4
32,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,4c 3c ,43s,92.46,open,fold,4
33,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,6 Off Button,12.50,A5s,Ah Ks ,AKo,3.77,open,open,5
34,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,7s 5s ,75s,35.14,open,fold,5
35,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Td 9d ,T9s,14.93,open,open,6
36,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,2c 2d ,22,33.33,open,fold,6
37,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Jh 2d ,J2o,89.44,open,fold,6
38,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Kd 2s ,K2o,94.27,open,fold,6
39,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ac 6d ,A6o,51.13,open,fold,6
40,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Ah 6d ,A6o,51.13,open,fold,6
41,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Tc 5h ,T5o,57.77,open,fold,6
42,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,5s 4h ,54o,91.25,open,fold,6
43,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Kd 9h ,K9o,28.05,open,fold,6
44,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6s 5s ,65s,28.96,open,fold,6
45,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ts 3c ,T3o,59.88,open,fold,6
46,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ks 4d ,K4o,81.00,open,fold,6
47,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,7h 3h ,73s,96.08,open,fold,6
48,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Qh Qc ,QQ,1.36,open,open,7
49,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Jh 6c ,J6o,56.86,open,fold,7
50,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,7 Off Button,11.11,K9s,Jh Js ,JJ,1.81,open,open,8
51,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Qc 2h ,Q2o,85.52,open,fold,8
52,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Kc Qd ,KQo,10.26,open,open,9
53,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,7s 2h ,72o,71.95,open,fold,9
54,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,9c 8s ,98o,39.37,open,fold,9
55,09-17-17 11:34:46,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,As Td ,ATo,12.07,open,open,10
56,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,4s 3c ,43o,92.16,open,fold,10
57,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,9h 4s ,94o,63.80,open,fold,10
58,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,7s 3s ,73s,96.08,open,fold,10
59,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,6d 2c ,62o,75.57,open,fold,10
60,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ah 7d ,A7o,36.35,open,fold,10
61,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,6c 5c ,65s,28.96,open,fold,10
62,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Kd 2c ,K2o,94.27,open,fold,10
63,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,9d 6s ,96o,61.69,open,fold,10
64,09-17-17 11:34:46,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,7c 3h ,73o,71.04,open,fold,10
65,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Qh Tc ,QTo,20.51,open,fold,10
66,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,8s 6h ,86o,46.30,open,fold,10
67,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Td 8h ,T8o,34.54,open,fold,10
68,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Jh 9c ,J9o,31.67,open,fold,10
69,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,9d 4c ,94o,63.80,open,fold,10
70,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,Jd 4s ,J4o,87.33,open,fold,10
71,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ac 6c ,A6s,15.54,open,fold,10
72,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Jh 2c ,J2o,89.44,open,fold,10
73,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,8h 6c ,86o,46.30,open,fold,10
74,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Td 9d ,T9s,14.93,open,open,11
75,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,7s 6h ,76o,48.42,open,fold,11
76,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Qc 6d ,Q6o,81.90,open,fold,11
77,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Th 4h ,T4s,89.74,open,fold,11
78,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Ad 7c ,A7o,36.35,open,fold,11
79,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Jh 7h ,J7s,28.36,open,fold,11
80,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,7d 5s ,75o,49.32,open,fold,11
81,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Qd 6c ,Q6o,81.90,open,fold,11
82,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,As 2c ,A2o,98.79,open,fold,11
83,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Ks 8c ,K8o,41.18,open,fold,11
84,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Kh 2d ,K2o,94.27,open,fold,11
85,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,9d 5c ,95o,62.59,open,fold,11
86,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,9s 4s ,94s,99.10,open,fold,11
87,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Kd Td ,KTs,7.39,open,open,12
88,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,7d 6c ,76o,48.42,open,fold,12
89,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Jc Tc ,JTs,10.56,open,open,13
90,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6d 4c ,64o,73.76,open,fold,13
91,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,5 Off Button,14.29,A4s,Ks Kc ,KK,0.90,open,open,14
92,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Kd Jd ,KJs,6.33,open,open,15
93,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Kc 3h ,K3o,93.36,open,fold,15
94,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Cut Off,25.00,K4s,Qh Th ,QTs,8.90,open,open,16
95,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Js 6c ,J6o,56.86,open,fold,16
96,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,As Tc ,ATo,12.07,open,fold,16
97,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,Jd 5h ,J5o,86.43,open,fold,16
98,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Qc Jh ,QJo,16.44,open,open,17
99,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,5 Off Button,14.29,A4s,Kc Kd ,KK,0.90,open,open,18
100,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Ad 4h ,A4o,52.94,open,fold,18
101,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Kd 8s ,K8o,41.18,open,fold,18
102,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Button,33.33,Q5s,Qd Tc ,QTo,20.51,open,open,19
103,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Button,33.33,Q5s,Qs 9h ,Q9o,30.47,open,open,20
104,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Js 2c ,J2o,89.44,open,fold,20
105,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,3h 3s ,33,26.24,open,fold,20
106,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Tc 4d ,T4o,58.97,open,fold,20
107,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,6 Off Button,12.50,A5s,8d 8s ,88,6.79,open,open,21
108,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,6h 4d ,64o,73.76,open,fold,21
109,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,7c 6h ,76o,48.42,open,fold,21
110,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Ac Qs ,AQo,6.03,open,open,22
111,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,8s 7d ,87o,66.52,open,fold,22
112,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,5d 4s ,54o,91.25,open,fold,22
113,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,7c 4h ,74o,70.14,open,fold,22
114,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,8h 7d ,87o,66.52,open,fold,22
115,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,7s 2d ,72o,71.95,open,fold,22
116,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6d 3s ,63o,74.66,open,fold,22
117,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,9d 5c ,95o,62.59,open,fold,22
118,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Jc 3s ,J3o,88.24,open,fold,22
119,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Td 6c ,T6o,45.10,open,fold,22
120,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Kc 6h ,K6o,53.85,open,fold,22
121,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,As 5d ,A5o,52.04,open,fold,22
122,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6h 4c ,64o,73.76,open,fold,22
123,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,8h 7h ,87s,21.12,open,fold,22
124,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Cut Off,25.00,K4s,8c 7c ,87s,21.12,open,open,23
125,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Qh Js ,QJo,16.44,open,fold,23
126,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,4c 3h ,43o,92.16,open,fold,23
127,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Th 5h ,T5s,58.07,open,fold,23
128,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Td 2c ,T2o,60.78,open,fold,23
129,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Tc 9c ,T9s,14.93,open,fold,23
130,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,7 Off Button,11.11,K9s,Ah Qs ,AQo,6.03,open,open,24
131,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Qc 7s ,Q7o,54.75,open,fold,24
132,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Kh 2c ,K2o,94.27,open,fold,24
133,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,As 4c ,A4o,52.94,open,fold,24
134,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,As 5c ,A5o,52.04,open,fold,24
135,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Qh 2h ,Q2s,55.05,open,fold,24
136,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,Th 3c ,T3o,59.88,open,fold,24
137,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Jh 7h ,J7s,28.36,open,fold,24
138,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Kc 2d ,K2o,94.27,open,fold,24
139,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,7c 6s ,76o,48.42,open,fold,24
140,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,High Jack,20.00,QTo,Kc Jh ,KJo,14.03,open,open,25
141,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,7c 5h ,75o,49.32,open,fold,25
142,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Kc 7h ,K7o,42.08,open,fold,25
143,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Td 3d ,T3s,90.05,open,fold,25
144,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,9h 7s ,97o,40.27,open,fold,25
145,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,6c 4h ,64o,73.76,open,fold,25
146,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,2h 2d ,22,33.33,open,fold,25
147,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,9d 8d ,98s,19.61,open,fold,25
148,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,7 Off Button,11.11,K9s,Ah Qh ,AQs,2.41,open,open,26
149,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Qd 7d ,Q7s,25.79,open,fold,26
150,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Ac 3h ,A3o,79.19,open,fold,26
151,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,7h 2c ,72o,71.95,open,fold,26
152,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ah 7c ,A7o,36.35,open,fold,26
153,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Kd 3s ,K3o,93.36,open,fold,26
154,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Qd 4c ,Q4o,83.71,open,fold,26
155,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,4d 2s ,42o,78.28,open,fold,26
156,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Td 6s ,T6o,45.10,open,fold,26
157,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,4s 2d ,42o,78.28,open,fold,26
158,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Cut Off,25.00,K4s,Ad Qd ,AQs,2.41,open,open,27
159,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,4c 2c ,42s,96.98,open,fold,27
160,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Kc Qd ,KQo,10.26,open,open,28
161,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,7s 4s ,74s,49.62,open,fold,28
162,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,3d 2s ,32o,97.89,open,fold,28
163,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,7 Off Button,11.11,K9s,Ah Kd ,AKo,3.77,open,open,29
164,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,Low Jack,16.67,55,Ad Kd ,AKs,2.11,open,open,30
165,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,5s 2h ,52o,77.38,open,fold,30
166,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,6d 3c ,63o,74.66,open,fold,30
167,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,6 Off Button,12.50,A5s,Ac Ad ,AA,0.45,open,open,31
168,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,Ks 7h ,K7o,42.08,open,fold,31
169,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Kh 5s ,K5o,80.09,open,fold,31
170,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,9s 4c ,94o,63.80,open,fold,31
171,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,Kc 4s ,K4o,81.00,open,fold,31
172,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,9s 7d ,97o,40.27,open,fold,31
173,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,Jc 7d ,J7o,55.96,open,fold,31
174,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Th 4s ,T4o,58.97,open,fold,31
175,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,Qs 6h ,Q6o,81.90,open,fold,31
176,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,Qc 6s ,Q6o,81.90,open,fold,31
177,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ac 4s ,A4o,52.94,open,fold,31
178,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Qc 7d ,Q7o,54.75,open,fold,31
179,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,Ah 9d ,A9o,22.47,open,fold,31
180,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,Ah 2s ,A2o,98.79,open,fold,31
181,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,7s 5s ,75s,35.14,open,fold,31
182,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,Ks 8h ,K8o,41.18,open,fold,31
183,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Ac 9d ,A9o,22.47,open,fold,31
184,09-17-17 11:34:47,Starting Hands EV Range.txt,Correct,6 Off Button,12.50,A5s,Kh 9h ,K9s,11.16,open,open,32
185,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,4d 2c ,42o,78.28,open,fold,32
186,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,9s 5c ,95o,62.59,open,fold,32
187,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,Kd 2d ,K2s,29.56,open,fold,32
188,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,6 Off Button,12.50,A5s,6c 6s ,66,13.12,open,fold,32
189,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,3h 2h ,32s,100.00,open,fold,32
190,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,4d 3d ,43s,92.46,open,fold,32
191,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,8d 5s ,85o,47.21,open,fold,32
192,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,Ks 6s ,K6s,24.28,open,fold,32
193,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,High Jack,20.00,QTo,7d 5h ,75o,49.32,open,fold,32
194,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,6d 5h ,65o,72.85,open,fold,32
195,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Button,33.33,Q5s,Ah 7c ,A7o,36.35,open,fold,32
196,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,Low Jack,16.67,55,Qs Td ,QTo,20.51,open,fold,32
197,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,5 Off Button,14.29,A4s,9s 4d ,94o,63.80,open,fold,32
198,09-17-17 11:34:47,Starting Hands EV Range.txt,Incorrect,7 Off Button,11.11,K9s,8c 4c ,84s,90.35,open,fold,32
199,09-17-17 11:34:48,Starting Hands EV Range.txt,Incorrect,Cut Off,25.00,K4s,5s 3c ,53o,76.47,open,fold,32
